student_id,age,gender,class_grade,school_type,attendance_percentage,math_score,science_score,english_score,social_science_score,previous_grade_percentage,study_hours_per_day,homework_completion,learning_difficulty,internet_access,digital_device,parent_education,parent_occupation,annual_family_income,family_size,distance_to_school_km,transportation,scholarship_received,mentoring_support,extracurricular_participation,health_issue,dropout_history_in_family,motivation_level,teacher_assessment,Target
7235,18,Female,9,Government,57.9,42,81,40,75,56.4,2.9,32.2,No,Yes,Shared Phone,Graduate,Self-employed,317822,4,11.7,Walk,Yes,No,No,Yes,Yes,Low,High,At Risk
7236,18,Male,11,Private,76.1,93,69,42,33,60.4,0.8,75.9,No,No,Laptop,Primary,Farmer,251604,8,0.8,Walk,No,Yes,Yes,No,No,High,Low,On Track
7237,11,Male,8,Private,58.9,96,52,53,62,67.3,3.2,95.3,Yes,No,None,Graduate,Self-employed,149102,4,9.9,Bicycle,Yes,No,No,Yes,No,Low,Low,At Risk
7238,12,Other,10,NGO,60.3,66,61,49,41,53.1,5.7,76.7,No,No,None,None,Labourer,268338,8,12.3,Bus,Yes,Yes,No,No,Yes,High,Low,At Risk
7239,11,Female,9,Private,72.7,57,95,72,79,79.7,1.5,40.5,Yes,Yes,Laptop,Primary,Service,254444,2,12,Bus,Yes,Yes,Yes,No,Yes,Low,Low,At Risk
7240,11,Female,8,Government,55,65,64,76,44,57.6,0.5,52.4,Yes,Yes,Smartphone,Graduate,Service,238794,8,8.3,Bus,No,No,No,Yes,Yes,Low,High,At Risk
7241,12,Male,8,Government,81.9,44,75,70,58,62.4,0.7,90.5,No,No,Smartphone,Graduate,Farmer,231919,2,2.5,Walk,Yes,Yes,Yes,No,No,Low,Low,At Risk
7242,13,Other,8,Private,86.3,94,41,61,83,71.2,3.8,43.3,No,Yes,Laptop,Graduate,Service,262297,8,6.9,Walk,Yes,Yes,No,No,Yes,Medium,Low,On Track
7243,12,Other,12,NGO,75.5,62,49,90,80,69.4,1.8,85.1,No,Yes,Laptop,Secondary,Service,101478,6,14.9,Bus,No,Yes,Yes,No,Yes,Medium,Medium,On Track
7244,11,Female,9,NGO,86.5,45,91,44,39,56.1,3.1,90.2,No,No,None,Graduate,Self-employed,252937,5,14.6,Walk,No,No,No,Yes,Yes,High,High,On Track
7245,11,Other,12,NGO,59.3,89,75,51,46,60.8,5.6,34.1,Yes,No,Smartphone,Secondary,Service,48378,3,3.2,Walk,No,No,Yes,Yes,No,High,High,On Track
7246,17,Other,12,Private,82.5,50,78,52,79,65.9,4.6,41,Yes,No,Laptop,Secondary,Farmer,172203,5,1.5,Bicycle,No,No,Yes,No,No,Low,High,On Track
7247,11,Male,7,Private,78.7,68,78,89,44,68.5,1.7,44.7,No,No,None,Graduate,Service,174951,3,10.5,Bus,Yes,No,Yes,Yes,No,High,Medium,On Track
7248,12,Other,8,Government,81.2,52,57,88,80,69.3,4.8,82.5,Yes,Yes,Shared Phone,Secondary,Farmer,151436,4,12.8,Bus,Yes,No,Yes,No,Yes,High,High,On Track
7249,18,Other,10,Private,79.4,64,31,84,84,66.3,3.3,91.6,Yes,No,Smartphone,Graduate,Labourer,228905,7,11.3,Bus,Yes,No,Yes,Yes,No,Medium,Low,On Track
7250,12,Male,8,Government,71.9,37,63,99,79,70.1,1.5,76.9,No,No,Laptop,Primary,Service,123353,2,12,Walk,No,No,Yes,Yes,Yes,Low,High,On Track
7251,11,Male,9,NGO,75.2,31,93,66,77,71.7,6,35.2,No,Yes,Laptop,Primary,Service,161243,6,6.3,Bus,No,No,Yes,No,Yes,Low,Medium,On Track
7252,17,Male,6,Private,48.4,40,89,66,69,68.9,3.4,79.6,No,No,Smartphone,Primary,Service,90247,6,6.7,Bus,No,No,Yes,No,Yes,High,Medium,On Track
7253,14,Female,10,Private,82.8,77,64,32,72,59.9,0.7,61.9,No,No,Shared Phone,None,Farmer,166790,5,6.1,Bus,No,No,No,Yes,No,High,Medium,On Track
7254,12,Other,12,Government,53,61,80,97,56,77.9,1.7,36.1,No,Yes,Laptop,Primary,Service,295661,7,9.2,Bicycle,Yes,No,No,No,No,High,Medium,On Track
7255,18,Female,7,Government,93,42,33,65,30,39.4,0.9,82.7,Yes,No,Laptop,Primary,Labourer,256727,3,7.4,Walk,No,No,Yes,Yes,No,High,Low,At Risk
7256,15,Male,10,Government,61.6,51,66,64,32,54.8,4,78.6,No,Yes,Smartphone,Graduate,Farmer,186185,7,3.3,Bus,No,No,Yes,No,Yes,Medium,Medium,On Track
7257,11,Male,10,Private,59.2,83,100,77,69,80.1,3.6,59.9,Yes,No,Laptop,Primary,Labourer,153865,7,4.6,Walk,No,Yes,Yes,Yes,No,Medium,Medium,On Track
7258,18,Female,5,NGO,58.7,46,45,39,61,44.9,4.6,59.5,Yes,No,Smartphone,Secondary,Service,179347,2,8,Bus,Yes,No,No,Yes,No,High,High,At Risk
7259,13,Other,5,Private,78.1,67,54,31,55,55.4,3.4,46.7,No,Yes,Smartphone,Secondary,Labourer,276159,6,14,Bus,No,No,No,No,Yes,Low,Low,At Risk
7260,16,Female,9,Private,94.9,89,94,74,32,76.2,2.7,79.6,No,No,Smartphone,Primary,Labourer,190186,2,1,Bicycle,Yes,No,No,No,Yes,Medium,Medium,On Track
7261,12,Male,8,NGO,99.1,59,59,62,80,60,5.1,81,Yes,No,Laptop,None,Service,151653,5,0.7,Bus,Yes,No,No,No,Yes,Low,Medium,On Track
7262,13,Male,12,NGO,60,74,62,44,99,70.7,2.5,80.9,Yes,No,None,Primary,Service,193489,5,1.6,Walk,No,Yes,No,Yes,Yes,High,Medium,On Track
7263,10,Male,5,Private,68.3,82,75,57,45,62,1.2,57.2,Yes,No,None,Secondary,Self-employed,343412,8,4,Bus,No,No,Yes,No,No,High,High,On Track
7264,13,Other,9,Private,54.1,65,39,32,51,47.5,3,38,No,No,Shared Phone,None,Service,309173,8,4.4,Bus,Yes,No,Yes,No,Yes,Low,Low,Dropout
7265,16,Female,8,NGO,85.2,64,46,44,92,65.8,5.4,45,Yes,No,Shared Phone,Primary,Labourer,47313,6,14.5,Walk,No,Yes,No,No,No,High,Medium,On Track
7266,14,Other,11,Government,85,98,30,88,66,71.4,1.8,69.5,No,Yes,Laptop,Secondary,Self-employed,154506,8,12.3,Bus,No,Yes,No,No,No,Medium,High,On Track
7267,15,Other,10,Private,96,49,49,49,94,61.2,5.8,73.6,Yes,Yes,Shared Phone,None,Service,252494,2,6.7,Bicycle,Yes,Yes,Yes,No,Yes,High,Low,On Track
7268,15,Female,9,Government,77.1,63,62,56,82,65.9,6,95.8,Yes,No,Shared Phone,None,Labourer,266659,4,13.6,Walk,Yes,Yes,No,Yes,Yes,Low,Medium,On Track
7269,12,Female,10,Government,90.3,97,51,62,83,69.9,2.6,87.1,No,Yes,Laptop,Secondary,Service,87033,6,13.3,Walk,No,Yes,Yes,Yes,No,Medium,High,On Track
7270,12,Other,12,Government,60.5,69,81,42,87,73.8,3.3,63.2,No,No,None,Graduate,Farmer,74050,4,4.9,Bus,Yes,Yes,No,Yes,Yes,High,Low,At Risk
7271,18,Female,10,Government,80.3,65,73,53,98,70.2,2.3,66.8,Yes,Yes,Shared Phone,Secondary,Farmer,319974,8,9.2,Walk,Yes,No,No,No,No,High,High,On Track
7272,15,Female,12,Private,86.6,62,97,78,82,82,2.5,91.5,Yes,Yes,Shared Phone,Primary,Self-employed,348502,8,8.4,Bus,Yes,Yes,No,Yes,Yes,Low,High,On Track
7273,11,Male,5,NGO,98,69,91,99,34,77,4.7,56.2,No,No,Smartphone,None,Self-employed,204049,8,9.2,Bicycle,Yes,Yes,No,No,Yes,Low,Low,At Risk
7274,12,Female,5,Government,57,96,91,38,53,72.3,4.5,69.2,Yes,Yes,Laptop,Secondary,Service,207836,5,2.7,Bicycle,Yes,No,No,Yes,Yes,Medium,Medium,On Track
7275,18,Female,8,NGO,92.9,51,61,97,32,64.4,3.7,32.6,Yes,Yes,Laptop,Graduate,Farmer,241372,5,13.7,Bus,No,No,Yes,No,No,Medium,Medium,On Track
7276,14,Female,5,Private,68.7,62,47,50,93,67.7,1.3,85.9,Yes,No,None,Graduate,Labourer,78555,5,7.6,Bicycle,Yes,Yes,Yes,No,Yes,High,Medium,At Risk
7277,17,Male,6,NGO,93.1,74,49,75,41,62.8,5.3,72.6,No,Yes,Laptop,Secondary,Farmer,45683,8,6.2,Bus,Yes,No,Yes,No,Yes,Low,Medium,On Track
7278,10,Female,9,NGO,87.2,64,47,85,42,59.8,5.4,36.9,Yes,No,Shared Phone,None,Labourer,204703,8,0.3,Bus,No,No,Yes,Yes,Yes,Medium,High,On Track
7279,12,Male,9,Government,97.6,45,38,38,88,55.3,4.5,64.1,No,No,Shared Phone,None,Farmer,304157,2,6.5,Bus,No,No,Yes,Yes,Yes,Medium,Low,On Track
7280,10,Other,7,NGO,53.8,91,48,98,30,63.6,4.1,85.5,No,Yes,Laptop,Primary,Self-employed,214389,6,5.8,Bicycle,Yes,Yes,Yes,Yes,Yes,Low,Medium,At Risk
7281,10,Female,12,Private,61.9,95,50,56,90,67.8,0.7,33.4,Yes,Yes,Smartphone,None,Labourer,266805,8,4,Bus,Yes,Yes,No,Yes,Yes,Low,High,At Risk
7282,18,Other,6,NGO,87.8,42,38,100,95,73.2,4.7,50.9,No,No,Smartphone,None,Labourer,327875,6,2.1,Bus,No,No,Yes,No,Yes,Medium,Medium,On Track
7283,17,Female,11,Government,66.6,96,45,77,42,66.1,5.7,41,Yes,Yes,Smartphone,Secondary,Self-employed,162646,8,1.3,Bicycle,Yes,Yes,Yes,Yes,Yes,Low,Low,At Risk
7284,14,Other,7,Private,62.2,34,95,69,86,66.4,3.4,99.4,No,Yes,Smartphone,Graduate,Labourer,110785,2,2.3,Bicycle,No,No,Yes,No,No,Low,Low,At Risk
7285,18,Other,9,Government,87.3,82,95,71,30,69.5,4.9,63.3,Yes,No,Shared Phone,Secondary,Labourer,58411,6,6.7,Bicycle,Yes,No,Yes,Yes,Yes,Medium,Medium,On Track
7286,14,Male,7,Private,50.6,86,60,52,57,68.1,3.2,82.8,Yes,Yes,None,Primary,Labourer,220139,5,6.4,Bicycle,No,No,No,Yes,No,Medium,Low,At Risk
7287,10,Male,12,NGO,81.1,97,83,46,41,62.7,3.6,53,No,Yes,None,None,Labourer,105067,7,9.6,Walk,No,No,Yes,Yes,No,Medium,Low,On Track
7288,18,Female,10,Private,79.4,71,80,93,62,74.3,4.5,70,No,Yes,Laptop,Primary,Farmer,143600,4,8.5,Bicycle,No,No,Yes,No,No,Medium,Low,On Track
7289,13,Female,5,Private,56.7,100,33,91,90,74.2,1.4,51.6,No,Yes,Smartphone,None,Farmer,328004,5,4.3,Bicycle,No,No,Yes,Yes,No,Low,Low,Dropout
7290,12,Other,5,Government,54.3,32,86,41,37,46.8,1,40.5,Yes,No,Smartphone,Graduate,Service,289806,6,5.7,Bicycle,Yes,No,No,Yes,Yes,Low,Low,Dropout
7291,11,Male,12,Government,82.7,51,74,38,70,56.2,5.5,62.9,Yes,No,Laptop,Graduate,Service,100558,5,8.4,Bicycle,No,Yes,No,No,No,Medium,Medium,On Track
7292,14,Other,8,Private,75,62,98,93,77,79,1.8,45.8,No,No,Shared Phone,None,Labourer,95479,3,11.8,Walk,No,Yes,Yes,No,No,High,Low,On Track
7293,14,Female,11,Private,45.8,83,35,82,58,66.3,3.8,89.6,No,No,Shared Phone,None,Service,116634,4,11.5,Bicycle,No,No,No,Yes,Yes,High,High,On Track
7294,18,Other,7,Government,81.4,32,58,73,88,65.9,0.7,40.6,No,Yes,Smartphone,Graduate,Self-employed,241755,5,1.7,Walk,No,Yes,Yes,No,No,Low,Low,At Risk
7295,15,Female,6,Government,96.2,84,63,58,35,55.1,5.5,47,No,Yes,Laptop,Primary,Labourer,318292,4,4.2,Bicycle,Yes,No,Yes,Yes,No,Low,Low,At Risk
7296,12,Female,9,Private,90.4,40,51,84,48,54.6,5.7,44.9,Yes,Yes,Shared Phone,Graduate,Self-employed,215309,2,12.3,Walk,No,Yes,Yes,Yes,No,High,Medium,On Track
7297,12,Female,12,Private,53.4,60,68,34,74,62.3,3.7,85.5,No,Yes,None,Graduate,Labourer,331806,6,6.8,Bicycle,No,Yes,No,No,Yes,Medium,Low,At Risk
7298,14,Male,6,NGO,84.4,66,37,85,98,73.5,3.5,97.6,No,Yes,Shared Phone,Secondary,Self-employed,120808,4,13.4,Walk,No,No,No,No,No,Low,Low,At Risk
7299,16,Male,6,Government,49.6,39,89,87,89,71.1,1.2,90.2,No,No,Smartphone,Secondary,Service,322322,7,14.1,Bus,No,No,No,No,No,High,High,On Track
7300,17,Other,8,NGO,64.6,52,41,95,61,63,5.2,99.7,No,No,Shared Phone,Secondary,Farmer,188269,5,6.8,Bicycle,No,No,Yes,Yes,No,Medium,Medium,On Track
7301,11,Female,7,Government,86,56,85,49,98,71.2,1.2,41.4,Yes,Yes,Smartphone,Secondary,Self-employed,194669,3,2.7,Bus,No,Yes,Yes,No,No,High,Low,On Track
7302,10,Other,5,Government,47.1,76,79,54,37,63.9,2.2,69,No,No,None,None,Service,69163,3,3.9,Bus,Yes,Yes,No,Yes,No,Low,Medium,At Risk
7303,16,Other,12,Private,96.8,38,99,54,94,66.7,3.4,63.9,No,No,Laptop,Primary,Farmer,109074,5,4.1,Walk,No,No,Yes,Yes,No,Low,Low,At Risk
7304,13,Male,12,Government,60,38,85,88,100,77.5,2.1,65.3,Yes,Yes,Shared Phone,Secondary,Labourer,155916,5,9.3,Walk,No,No,Yes,No,Yes,Medium,Low,At Risk
7305,17,Male,10,Private,99.8,31,60,76,33,50.6,0.6,58.2,No,No,Smartphone,None,Service,211751,6,5,Walk,Yes,No,No,Yes,Yes,High,High,On Track
7306,13,Other,12,Government,60.3,89,80,93,37,74.2,3,92.9,Yes,No,None,Primary,Self-employed,315288,4,11.1,Bus,Yes,No,No,Yes,No,Low,High,At Risk
7307,11,Female,8,NGO,57.4,47,62,51,94,65.4,3.4,80.9,No,No,Laptop,None,Service,302842,5,10.6,Bus,No,Yes,No,No,No,Medium,Low,At Risk
7308,16,Other,7,NGO,60.9,74,100,34,54,60.7,4.4,82,No,No,Smartphone,Secondary,Farmer,189125,6,9.6,Bicycle,No,Yes,Yes,Yes,No,Low,Low,At Risk
7309,14,Female,8,Government,96.7,45,50,43,72,54.4,2.8,72.4,No,Yes,None,Primary,Labourer,339191,3,8.2,Walk,No,No,Yes,Yes,No,Medium,Low,On Track
7310,12,Male,9,Private,73.2,43,62,63,59,57,5.3,48.8,Yes,No,Shared Phone,None,Farmer,238836,7,2.1,Bus,Yes,Yes,No,No,Yes,Medium,Medium,On Track
7311,13,Other,7,Private,84.8,49,49,51,78,51.9,1.4,47.9,Yes,Yes,Smartphone,None,Service,102484,3,9,Bus,Yes,Yes,No,Yes,Yes,Low,High,On Track
7312,10,Other,5,Government,68.3,55,76,83,39,63.1,1,43.9,No,Yes,Shared Phone,Primary,Farmer,345858,5,7.3,Walk,Yes,Yes,Yes,Yes,No,High,Low,At Risk
7313,17,Male,8,NGO,84.7,53,46,53,100,60.2,0.5,60.5,No,No,Smartphone,Primary,Service,325760,5,3.5,Bicycle,Yes,No,Yes,Yes,Yes,Medium,High,On Track
7314,15,Female,6,NGO,94.5,89,82,85,74,84.3,5.6,70.8,No,Yes,None,Primary,Service,341417,3,14,Bus,No,No,Yes,No,No,High,Medium,On Track
7315,17,Other,7,Private,79.2,34,53,76,41,47.7,2.4,37.4,Yes,Yes,Shared Phone,Secondary,Self-employed,288896,7,10.6,Walk,No,Yes,No,No,Yes,Low,Medium,At Risk
7316,12,Female,11,Government,66.1,30,73,60,73,56.2,1.5,94.4,Yes,No,Smartphone,Primary,Farmer,281782,2,10.5,Walk,Yes,Yes,Yes,Yes,No,Medium,High,On Track
7317,12,Female,5,Private,86.6,87,95,30,69,66.1,6,37,Yes,No,Laptop,Secondary,Farmer,220367,2,0.5,Bicycle,No,No,No,Yes,No,Low,Low,At Risk
7318,13,Male,12,Government,97.5,84,84,41,91,76.9,3.9,73.5,Yes,No,Smartphone,Primary,Self-employed,264222,2,9.1,Walk,Yes,No,No,No,Yes,Medium,Medium,On Track
7319,12,Female,12,Private,76.9,84,94,90,53,80.8,4,91.1,No,Yes,Laptop,None,Self-employed,128336,6,8.6,Bicycle,No,No,No,No,Yes,High,High,On Track
7320,10,Other,11,Private,50.2,57,99,36,81,70.6,4.4,94.7,No,Yes,None,None,Labourer,215299,5,11.6,Walk,No,Yes,No,No,No,Medium,High,On Track
7321,15,Other,11,Government,63.2,98,67,43,72,65.4,0.9,70.9,Yes,No,Shared Phone,Graduate,Labourer,77339,2,5.9,Walk,No,No,No,Yes,Yes,Medium,Medium,At Risk
7322,17,Other,5,Private,65.4,61,53,100,70,66.3,3.4,69.5,Yes,No,Shared Phone,Graduate,Service,211075,5,0.2,Bicycle,Yes,No,No,No,Yes,High,Low,At Risk
7323,15,Other,8,NGO,46.7,77,82,66,79,78,4.3,63.5,Yes,Yes,None,None,Farmer,326251,8,12.8,Walk,Yes,No,Yes,No,No,Low,Medium,At Risk
7324,15,Other,12,Private,54.3,66,71,62,82,68.7,4.4,46,No,No,Smartphone,None,Self-employed,117825,5,11.7,Bicycle,No,No,No,Yes,Yes,Medium,Medium,On Track
7325,17,Female,7,NGO,96.3,54,47,39,65,46.8,2.8,77.1,Yes,No,Smartphone,Secondary,Service,295484,2,12.7,Bicycle,No,Yes,Yes,Yes,Yes,High,Low,At Risk
7326,13,Other,7,NGO,59.1,71,74,60,39,64.7,1.5,57.8,Yes,Yes,None,Graduate,Self-employed,88488,7,2.6,Bicycle,No,No,Yes,Yes,Yes,Medium,High,On Track
7327,12,Female,12,NGO,85.2,55,57,88,38,58.1,2.2,56.4,No,No,Smartphone,None,Farmer,178764,5,14.9,Walk,Yes,No,Yes,No,No,Low,High,On Track
7328,15,Female,5,Private,54.9,84,36,56,50,60.1,2.9,49.8,No,No,None,None,Self-employed,194641,6,7.9,Walk,No,Yes,No,Yes,Yes,High,Medium,On Track
7329,15,Male,10,Private,51.2,52,99,84,39,70,5.3,61.1,Yes,No,Smartphone,Primary,Self-employed,62595,6,1.3,Walk,Yes,Yes,No,No,No,High,Medium,On Track
7330,17,Other,6,Government,74.4,66,30,93,68,68.8,3.7,77,No,Yes,Smartphone,Primary,Labourer,92699,6,2.6,Bus,Yes,Yes,No,No,No,High,Medium,On Track
7331,14,Male,6,Government,100,91,61,68,64,74.8,3,66.5,No,No,None,Secondary,Self-employed,203897,7,0.7,Walk,Yes,Yes,No,No,No,Medium,Low,On Track
7332,10,Other,5,Government,99.8,80,39,33,69,57.1,1.8,93.5,Yes,No,None,None,Labourer,56647,7,9.8,Bicycle,Yes,No,Yes,Yes,Yes,High,Low,On Track
7333,18,Other,11,NGO,67.5,43,92,76,71,71.3,2,36.9,No,Yes,Shared Phone,Primary,Service,202565,7,8.5,Bus,No,Yes,Yes,Yes,Yes,High,Medium,On Track
7334,13,Male,7,Government,53.7,86,97,32,37,67,2.6,96.4,Yes,Yes,None,Secondary,Service,41309,4,2.8,Bicycle,No,No,Yes,No,No,High,Medium,On Track
7335,15,Other,5,NGO,61.1,83,48,39,99,67.3,1.7,99.7,No,Yes,None,Primary,Farmer,107936,3,0.7,Bicycle,No,Yes,Yes,Yes,Yes,High,Medium,On Track
7336,16,Male,11,Government,67.4,48,56,77,80,66.7,1.9,58.6,No,No,Smartphone,Secondary,Labourer,270040,5,5,Walk,Yes,Yes,Yes,No,Yes,Low,High,At Risk
7337,16,Other,5,Private,52.4,49,47,94,73,65.9,1.1,45.3,No,No,Laptop,Primary,Service,230400,4,14.4,Bicycle,No,Yes,No,Yes,Yes,Low,Medium,At Risk
7338,13,Male,5,Private,58.6,68,73,47,64,67,1.7,42.8,No,No,Laptop,None,Farmer,144317,5,12.7,Bicycle,Yes,No,Yes,Yes,No,High,Medium,On Track
7339,14,Other,10,Government,92.7,83,89,67,51,70.3,0.9,78.8,No,No,Laptop,Primary,Farmer,329910,7,0.6,Walk,Yes,No,Yes,No,No,Low,High,On Track
7340,10,Other,12,Government,68.2,75,89,38,55,67.8,0.7,93,Yes,No,Shared Phone,Secondary,Self-employed,50745,3,10.2,Bicycle,No,No,Yes,Yes,No,High,High,At Risk
7341,14,Female,12,NGO,47.6,55,95,57,79,75.8,5.9,76.7,No,No,None,None,Service,137756,7,10.6,Bicycle,Yes,No,Yes,Yes,No,Medium,High,On Track
7342,18,Male,11,Private,60.8,73,54,93,85,78.8,3,48.3,Yes,Yes,Smartphone,None,Service,49107,6,10,Bus,No,Yes,Yes,No,No,Medium,Low,At Risk
7343,17,Other,7,Government,66.6,54,49,60,59,53.7,1.4,55.2,Yes,Yes,Shared Phone,Graduate,Service,256264,6,10.5,Walk,No,No,No,Yes,No,Medium,Low,At Risk
7344,11,Female,8,Private,78.7,76,99,51,70,72.6,1.4,87.7,No,Yes,Smartphone,Secondary,Labourer,344449,5,0.6,Bicycle,Yes,Yes,No,No,No,Medium,Medium,On Track
7345,12,Other,6,Government,45.4,37,76,49,73,61.4,2.9,51.5,No,No,None,None,Labourer,140359,7,9.8,Bus,Yes,No,No,No,No,Low,Medium,At Risk
7346,17,Male,8,NGO,59.7,65,88,99,69,80.7,5.5,37.7,No,Yes,None,Graduate,Labourer,61916,8,1.1,Walk,Yes,No,No,No,Yes,High,High,On Track
7347,11,Male,12,Government,58.7,87,100,44,51,72.1,0.8,93,No,No,Smartphone,None,Labourer,148542,7,13.6,Bicycle,Yes,No,Yes,No,Yes,Low,High,At Risk
7348,18,Male,9,Private,50.7,61,81,91,49,69.2,2.3,55.3,No,Yes,Laptop,Primary,Farmer,233021,3,12.9,Bus,No,No,Yes,No,Yes,Low,Medium,At Risk
7349,13,Female,8,NGO,97.2,40,55,54,92,55.6,2.6,82,No,No,Laptop,Primary,Service,71701,7,13,Walk,No,No,Yes,Yes,Yes,Low,High,On Track
7350,16,Other,11,NGO,60.9,43,45,70,38,46.2,4.1,61.4,Yes,No,None,Graduate,Farmer,263225,8,11.4,Walk,Yes,Yes,Yes,No,Yes,Medium,Low,At Risk
7351,11,Female,12,NGO,91.6,40,75,42,37,52.2,4.8,69.8,No,No,Shared Phone,Graduate,Farmer,291492,4,0.7,Bicycle,Yes,Yes,No,Yes,No,Low,Low,At Risk
7352,11,Other,5,Private,55.3,81,87,41,77,69.7,4.2,41.5,Yes,Yes,Shared Phone,Primary,Service,166476,8,14.4,Bus,Yes,No,Yes,No,Yes,Low,Low,At Risk
7353,11,Other,5,Private,50.1,86,64,56,39,58.5,0.7,36.7,No,Yes,Laptop,None,Farmer,191078,5,9.2,Bus,No,No,No,Yes,Yes,Low,Low,Dropout
7354,17,Male,6,Private,81.5,51,64,38,37,42.7,3.1,55.4,Yes,No,Smartphone,Graduate,Self-employed,267232,4,14,Bus,No,Yes,Yes,Yes,No,Low,High,At Risk
7355,18,Female,5,Government,45.5,50,72,68,36,58,3.5,72.5,No,No,None,Secondary,Self-employed,146023,2,13.2,Bus,No,Yes,No,Yes,Yes,Medium,High,On Track
7356,11,Male,10,Private,48.5,90,90,62,99,86.4,2.9,91.4,No,No,None,Primary,Service,180042,2,13.3,Walk,No,Yes,Yes,No,Yes,Low,High,At Risk
7357,14,Female,12,Government,90.1,95,85,44,39,64.5,2.3,94.5,No,No,Shared Phone,Graduate,Service,165233,6,10.5,Bus,Yes,No,Yes,Yes,No,Medium,Medium,On Track
7358,12,Male,11,Government,58.8,85,47,48,92,68.6,2.5,99.9,Yes,No,None,Graduate,Self-employed,102332,7,0.9,Bus,Yes,Yes,Yes,No,No,Medium,Medium,On Track
7359,16,Other,6,NGO,79.7,60,42,68,82,58.9,5.3,65.7,No,No,Shared Phone,None,Farmer,189342,2,11.8,Bus,Yes,No,Yes,No,No,Low,High,On Track
7360,18,Male,12,Private,79.7,46,51,46,81,55.6,3.3,94.4,Yes,No,Smartphone,Graduate,Labourer,144373,6,1.1,Walk,Yes,No,No,No,No,Low,High,On Track
7361,17,Male,5,NGO,59.5,46,46,40,69,48.8,1.2,78.3,Yes,Yes,None,Secondary,Self-employed,219181,3,5.2,Bicycle,Yes,No,No,Yes,No,Medium,Low,Dropout
7362,11,Other,9,Private,49.3,76,35,48,49,53.8,5.9,92.3,Yes,No,Shared Phone,Primary,Self-employed,155318,4,6.3,Bus,No,Yes,No,No,No,Medium,High,On Track
7363,18,Other,11,NGO,82.3,85,63,84,75,78.2,2,95.7,Yes,No,Smartphone,Primary,Service,117496,2,9.1,Bicycle,No,Yes,No,No,No,Low,Low,At Risk
7364,13,Male,8,Government,91.4,34,43,94,51,53,5.9,91.6,Yes,No,Smartphone,None,Self-employed,284936,8,13.9,Walk,No,Yes,Yes,No,Yes,High,Medium,On Track
7365,18,Male,8,Private,93,98,77,81,66,77.8,4,45.5,Yes,Yes,None,Primary,Farmer,230235,4,0.7,Walk,Yes,Yes,No,No,Yes,Low,High,On Track
7366,18,Male,9,Private,95.6,63,88,64,93,74.8,4,63.7,Yes,No,None,Primary,Service,340218,7,7.9,Bus,No,No,Yes,Yes,No,High,Medium,On Track
7367,11,Male,8,Government,53.2,94,36,88,83,72,5.4,59.8,Yes,No,Laptop,Graduate,Self-employed,110339,8,13.2,Bicycle,Yes,No,Yes,No,Yes,Medium,Medium,On Track
7368,13,Other,9,NGO,84.3,78,93,41,83,74.5,0.6,70.3,No,Yes,Smartphone,Secondary,Farmer,204764,3,0.7,Walk,No,Yes,Yes,Yes,No,Medium,Medium,On Track
7369,17,Other,6,Private,73,87,70,64,80,74.8,1.7,46.3,Yes,Yes,Smartphone,None,Labourer,331704,5,10.8,Walk,No,No,No,No,Yes,High,High,On Track
7370,17,Other,8,Private,52.1,75,34,50,75,57.1,1.1,32.2,Yes,No,Laptop,Secondary,Labourer,193254,6,8.9,Walk,No,Yes,No,No,No,High,High,On Track
7371,10,Other,9,NGO,74,32,55,79,55,57.3,1.7,76.7,Yes,No,Smartphone,None,Farmer,193468,7,6.8,Bicycle,Yes,No,No,No,Yes,High,Low,On Track
7372,17,Other,6,Government,97,46,47,36,30,42,5.7,96.4,Yes,Yes,Shared Phone,Secondary,Service,197398,3,9.2,Walk,Yes,No,No,No,Yes,High,Low,At Risk
7373,13,Male,10,Private,53.4,89,89,65,89,84,5.5,57.1,No,No,Smartphone,None,Self-employed,289308,5,10.3,Bicycle,No,Yes,No,Yes,Yes,Low,High,At Risk
7374,10,Female,6,Private,72.2,87,37,61,43,60.8,2.8,73.9,No,Yes,Laptop,Primary,Labourer,202608,4,4.4,Bus,No,No,No,Yes,Yes,Medium,Low,On Track
7375,14,Female,10,Government,50.3,72,97,89,45,74,5.2,44.2,Yes,Yes,None,Secondary,Service,65730,2,7,Bus,No,No,No,No,Yes,Low,Medium,At Risk
7376,13,Male,5,Private,76.7,69,86,75,77,80.6,5.5,85.2,Yes,Yes,Smartphone,Primary,Service,49040,7,0.2,Bus,Yes,No,Yes,No,Yes,Medium,Medium,On Track
7377,11,Male,9,Private,70.8,71,55,36,92,66.3,3.2,61.4,Yes,No,None,Graduate,Self-employed,245563,6,10.7,Walk,No,Yes,No,Yes,No,Low,High,On Track
7378,14,Male,12,Government,62.7,49,71,60,95,65.2,1.5,85.6,Yes,No,Laptop,None,Farmer,102714,5,8.8,Walk,No,Yes,No,Yes,No,Low,Low,At Risk
7379,14,Male,11,Government,82.4,69,81,54,58,62.3,3.7,45,No,Yes,Shared Phone,Primary,Farmer,291654,5,8.9,Bus,Yes,No,Yes,No,Yes,Low,Low,At Risk
7380,14,Other,10,Private,66.4,86,96,98,45,80.8,0.5,67.7,Yes,No,Shared Phone,Secondary,Self-employed,180749,8,8.3,Bus,Yes,Yes,Yes,No,Yes,High,Medium,On Track
